報道発表品目名,１．食料品,２．原料品,３．鉱物性燃料,４．化学製品,５．原料別製品,６．一般機械,７．電気機器,８．輸送用機器,９．その他
2018/11,648545651,414018665,1883602589,754781878,659674691,734408483,1256742223,306728461,1007697253
2018/12,611862153,366694998,1808406734,697153576,604561624,669146350,1027878083,342653244,949172662
2019/01,577067508,396811889,1563468495,772141800,640145823,687001390,1118049435,256702046,987088764
2019/02,527480328,359461742,1451016587,635960968,529941861,592957155,893333029,241671063,824831576
2019/03,571809987,383789528,1541939124,692777124,597723452,656253944,990282587,309744720,940534836
2019/04,674908965,418460335,1469858733,667031814,599753418,644394480,949274175,264677315,916947221
2019/05,619396228,457102965,1452689831,691925429,648570668,683020114,1000654146,375447865,874441656
2019/06,585896261,369276575,1221341527,660790499,571712236,592553563,910128193,265872985,819405512
2019/07,643762826,426530555,1452261768,729377249,630797683,699724426,1007292380,302275234,1005318749
2019/08,586185202,399459983,1379111797,639195023,550148006,569122826,873516711,326799471,967391383
2019/09,577518799,391714894,1282348593,690123711,566714134,614413923,1071940442,276857024,1026437885
2019/10,609820531,421085244,1267748438,664794711,586499033,616146784,1100928198,311373945,986612231
2019/11,614632004,420334436,1317274130,682109616,588619678,607528785,1031354748,280235868,925305177
2019/12,603101911,417166724,1551588633,637222135,557785418,619499597,1045246151,349048409,954587269
2020/01,574762871,405664553,1505525911,706985920,598412538,667198810,1025523295,247969614,1014269619
2020/02,476492343,382080989,1308673587,601903023,435363953,442202651,727399869,199797002,640789937
2020/03,574416748,390926088,1361912113,692908501,571268473,592992977,1016066425,284624073,867530481
2020/04,-,-,-,-,-,-,-,-,-
2020/05,-,-,-,-,-,-,-,-,-
2020/06,-,-,-,-,-,-,-,-,-
2020/07,-,-,-,-,-,-,-,-,-
2020/08,-,-,-,-,-,-,-,-,-
2020/09,-,-,-,-,-,-,-,-,-
2020/10,-,-,-,-,-,-,-,-,-
2020/11,-,-,-,-,-,-,-,-,-
2020/12,-,-,-,-,-,-,-,-,-
