報道発表品目名,１．食料品,２．原料品,３．鉱物性燃料,４．化学製品,５．原料別製品,６．一般機械,７．電気機器,８．輸送用機器,９．その他
2014/07,38890981,111695345,130920721,643246267,792806309,1173724913,1061429747,1500342258,738861106
2014/08,41563333,94760439,113172239,628199129,772411151,1116263113,1048138370,1185620568,704689130
2014/09,37762359,95058180,152948260,632153138,802311679,1180375888,1121364627,1567011756,793101216
2014/10,47454656,99969449,135052420,702573251,828072881,1234620145,1207692591,1606832600,825045511
2014/11,45210120,95219520,120161218,644182513,770130159,1202976922,1100404712,1395451777,813781866
2014/12,52632905,110592069,121092321,723459316,877576297,1380719683,1198692470,1522713925,904325507
2015/01,46951824,90569255,121021895,673039061,771347987,1151588246,1057126039,1438795257,790452118
2015/02,40326160,86799461,105763584,596047606,757263998,1156330193,1004190758,1442765914,751261372
2015/03,49677640,107307313,93362446,716560229,875811023,1442894811,1166003640,1613855715,861268571
2015/04,51523841,104994463,122625560,697765401,804294085,1252322261,1137078689,1494877114,883288492
2015/05,45383711,102983709,94823805,624003114,746538419,1122900091,1031115710,1216105912,754016224
2015/06,45857803,108561495,100410203,656663535,800563789,1245678807,1112101368,1574151923,860707615
2015/07,49046363,98098300,120709206,658143923,812725389,1270740525,1172693521,1656996866,823717023
2015/08,49063073,89959559,112914401,629253500,748286975,1110163485,1073587984,1298590267,768366199
2015/09,48106122,85783731,120133102,604733926,736388640,1157182321,1199642015,1624604730,836728690
2015/10,56195108,94579488,100454895,648621614,751293095,1207773873,1202469221,1618203665,861698749
2015/11,51545597,78354719,81880030,593077874,674240793,1085439868,1028994190,1583897149,801283722
2015/12,64935934,89022847,70822750,661454156,741079329,1220846894,1103658744,1577886432,808139035
2016/01,44368060,70112843,73124787,585552432,602019927,956104039,933478369,1406604235,679171799
2016/02,41445341,73751412,73858188,577287118,661232114,1128647484,956086699,1455898007,734049503
2016/03,51282139,85500414,69790869,636443569,710943560,1296876058,1082724745,1666811761,856420042
2016/04,52673718,89808561,68246101,625018100,659878296,1162235202,1038177884,1441028203,752485423
2016/05,44984983,82778327,88010614,545516136,611417769,1016225847,865209567,1175585893,662215179
2016/06,52122559,86605710,75161235,588400279,684289351,1172300470,1029403935,1526357443,810702569
2016/07,47360270,74113517,71532446,580889229,656183672,1146818041,1015946542,1401105967,734483097
2016/08,45729096,68954172,82634137,552069589,621398030,1042270969,982760565,1188876569,731700085
2016/09,51752441,68927786,79308302,561100385,638277880,1133587923,1080843654,1526858586,828292248
2016/10,54026757,69697272,67106839,586768260,636942076,1112186647,1071099283,1468752678,803665845
2016/11,53285142,76446228,65765380,595892821,631144736,1116458070,1061565444,1511620900,844224714
2016/12,68230390,100083193,83548151,687910840,732885150,1329789158,1205202700,1568478369,902793274
2017/01,37393197,80715740,111578372,594503396,597343143,1005631855,923105917,1357024977,713645634
2017/02,50295174,95521503,92987385,672042846,706104294,1316087269,1085558900,1453499803,875025385
2017/03,58402130,106016633,93291960,726677176,785627140,1477556558,1200429731,1734188733,1045808216
2017/04,51287426,93974112,61787338,692458307,706921254,1293081683,1107531198,1460042647,863105937
2017/05,46888884,87253300,79186186,621491761,686975900,1190240949,982532632,1322830010,834216614
2017/06,51051308,93698899,77402374,653557168,738457255,1335031987,1133605061,1599685607,925481324
2017/07,49146101,89332398,84258546,667539415,715082159,1304032394,1134534356,1561077889,889636998
2017/08,49371273,91689130,118490368,662148036,694334809,1235512484,1148753041,1353602059,924584772
2017/09,53322683,92648506,105394246,699676038,744837270,1331281086,1238133664,1576068185,969335428
2017/10,59275973,91477470,82076431,723619837,734012939,1309671496,1193579500,1563151288,936039415
2017/11,61387561,95613851,99117942,714477368,755189580,1372037525,1233309282,1619279347,969599340
2017/12,76696123,109242106,111483193,764255429,820806479,1514682327,1314260807,1631482639,960968278
2018/01,51755495,82344634,108218642,696708441,682830810,1190648276,1030312556,1441517785,801625289
2018/02,47161773,92670674,104167907,670899089,709669646,1308459737,1052173892,1619371001,858222551
2018/03,63279790,99889082,90022005,786078685,821594337,1628428886,1239027447,1704649661,949127221
2018/04,64515128,97902851,97616157,726829802,735808589,1404425095,1160918018,1632367146,901895205
2018/05,58945613,99018064,106057810,698954264,760767949,1307887935,1093976592,1345081174,856183705
2018/06,62113293,103450152,90706189,729233246,808583435,1446981235,1225182429,1642333737,945251122
2018/07,59795128,95368204,120440137,740093514,765803864,1367534432,1214732884,1498072660,886088711
2018/08,59257507,92310953,127240582,761143513,767391511,1354482388,1211999159,1467318641,846655910
2018/09,63059101,89958220,140080202,721421672,726970305,1332039665,1204674720,1541099310,897525411
2018/10,67949976,98049111,99926323,820817775,801361409,1410899278,1291726576,1703575680,949156649
2018/11,68286709,96798729,97335693,773066687,777456574,1341093155,1200698882,1659241617,913118537
2018/12,74535752,107987678,122379027,796287509,777965144,1414836283,1216632785,1622035917,889133668
2019/01,49102492,70237541,127088745,667728536,608100266,1063114478,947542892,1356796589,684711257
2019/02,58127666,86714362,124487985,701700985,676565165,1331053607,993305056,1568350913,845113550
2019/03,68707286,99977007,107724318,791172837,766083476,1540042511,1174844673,1745571908,908023112
2019/04,68428729,97717265,109404276,792569471,731020963,1346967882,1107554164,1585901161,824730557
2019/05,53719452,91038686,127916852,662710104,684018316,1137047699,985684644,1361448935,734256739
2019/06,67022252,91367874,97024752,740485286,738803322,1331206573,1112465621,1517010994,889700124
2019/07,62706431,82478957,120857948,739802931,726901230,1268078324,1125825646,1613264091,903544355
2019/08,57199586,81052086,119066050,722045522,683054402,1185355244,1114111373,1347267517,829568161
2019/09,59732007,80087718,117240487,706126094,699234562,1182285288,1148122797,1499259845,876907083
2019/10,64452617,81744179,113913511,741106892,694374104,1229055092,1185001889,1577232275,889291220
2019/11,69111820,81706859,107063746,715690666,691306111,1180251064,1136453189,1498223333,899201250
2019/12,75956432,89429437,111184817,757957028,707546705,1327160245,1176762693,1447712340,882387760
2020/01,46384774,77864843,120594804,638009110,596463576,962262675,936882942,1328148118,724591038
2020/02,57665670,93570239,103157497,725204154,704578590,1213282074,1090849720,1504369330,828607995
2020/03,62149073,95040219,101779254,750355247,750291745,1264047133,1133942429,1428311106,772138105
2020/04,-,-,-,-,-,-,-,-,-
2020/05,-,-,-,-,-,-,-,-,-
2020/06,-,-,-,-,-,-,-,-,-
2020/07,-,-,-,-,-,-,-,-,-
2020/08,-,-,-,-,-,-,-,-,-
2020/09,-,-,-,-,-,-,-,-,-
2020/10,-,-,-,-,-,-,-,-,-
2020/11,-,-,-,-,-,-,-,-,-
2020/12,-,-,-,-,-,-,-,-,-
